date,full_text,lower,cleaned,normalized,stopword,steemed,tokens,text_en,vader_compound,vader_label
2022-11-17,$TINS otw tutup gap. https://t.co/mJpWVMegiZ,$tins otw tutup gap. https://t.co/mjpwvmegiz,tins otw tutup gap,tins otw tutup gap,tins otw tutup gap,tins otw tutup gap,"['tins', 'otw', 'tutup', 'gap']","['tins', 'otw', 'closed', 'gap']",0.0,0
2022-11-23,$TINS Exaggerated! mendekati Support MACD (un)confirmed. lihat besok reaksi market kalau melengkung ke atas dan menuju Golden Cross executed and confirmed! https://t.co/i9ihk2AFvW,$tins exaggerated! mendekati support macd (un)confirmed. lihat besok reaksi market kalau melengkung ke atas dan menuju golden cross executed and confirmed! https://t.co/i9ihk2afvw,tins exaggerated mendekati support macd unconfirmed lihat besok reaksi market kalau melengkung ke atas dan menuju golden cross executed and confirmed,tins exaggerated mendekati support macd unconfirmed lihat besok reaksi market kalau melengkung ke atas dan menuju golden cross executed and confirmed,tins exaggerated mendekati support macd unconfirmed lihat besok reaksi market kalau melengkung atas menuju golden cross executed and confirmed,tins exaggerated dekat support macd unconfirmed lihat besok reaksi market kalau lengkung atas tuju golden cross executed and confirmed,"['tins', 'exaggerated', 'dekat', 'support', 'macd', 'unconfirmed', 'lihat', 'besok', 'reaksi', 'market', 'kalau', 'lengkung', 'atas', 'tuju', 'golden', 'cross', 'executed', 'and', 'confirmed']","['tins', 'exaggated', 'close', 'support', 'macd', 'unconfirmed', 'see', 'tomorrow', 'reaction', 'market', 'if', 'curved', 'above', 'aim', 'Golden', 'Cross', 'Executed', 'and', 'Confirmed']",0.0258,0
2022-11-24,$TINS masih butuh confirm dari MACD belum melengkung nih $TECH bagus sih dari opening tadi melesat dan kini turun lagi koreksi,$tins masih butuh confirm dari macd belum melengkung nih $tech bagus sih dari opening tadi melesat dan kini turun lagi koreksi,tins masih butuh confirm dari macd belum melengkung nih tech bagus sih dari opening tadi melesat dan kini turun lagi koreksi,tins masih butuh confirm dari macd belum melengkung nih tech bagus sih dari opening tadi naik cepat dan kini turun lagi koreksi,tins butuh confirm macd melengkung nih tech bagus sih opening tadi naik cepat kini turun koreksi,tins butuh confirm macd lengkung nih tech bagus sih opening tadi naik cepat kini turun koreksi,"['tins', 'butuh', 'confirm', 'macd', 'lengkung', 'nih', 'tech', 'bagus', 'sih', 'opening', 'tadi', 'naik', 'cepat', 'kini', 'turun', 'koreksi']","['tins', 'need', 'confirm', 'macd', 'curved', 'here', 'tech', 'good', 'good', 'opening', 'earlier', 'rising', 'fast', 'fast', 'now', 'down', 'correction']",0.5719,2
2022-11-24,ayo dongs $TINS penyimpangan berlebihan,ayo dongs $tins penyimpangan berlebihan,ayo dongs tins penyimpangan berlebihan,ayo dongs tins penyimpangan berlebihan,ayo dongs tins penyimpangan berlebihan,ayo dongs tins simpang lebih,"['ayo', 'dongs', 'tins', 'simpang', 'lebih']","['Come on', 'Dongs', 'Tins', 'Simpang', 'More']",0.0,0
2022-11-28,$TINS sudah menyentuh support 1270 dan mantul namun Volume masih tipis; belum confirmed aksi bullish,$tins sudah menyentuh support 1270 dan mantul namun volume masih tipis; belum confirmed aksi bullish,tins sudah menyentuh support 1270 dan mantul namun volume masih tipis belum confirmed aksi bullish,tins sudah menyentuh support 1270 dan memantul naik namun volume masih tipis belum confirmed aksi bullish,tins menyentuh support 1270 memantul naik volume tipis confirmed aksi bullish,tins sentuh support 1270 pantul naik volume tipis confirmed aksi bullish,"['tins', 'sentuh', 'support', '1270', 'pantul', 'naik', 'volume', 'tipis', 'confirmed', 'aksi', 'bullish']","['Tins', 'Touch', 'Support', '1270', 'Revenge', 'Rise', 'Volume', 'Thin', 'Confirmed', 'Action', 'Bullish']",0.34,2
2022-11-28,$TINS Distribusi masif mulai mereda. hari ini 28/11 AK BK YU total volume net sell 52.7k . Tak separah 23/11 silam ZP net sell 206k. Harga turun Volume naik = HINDARI Harga naik volume naik = SEGERA MASUK nebeng party Harga Sideways Volume &lt; MA21 = Wait n See,$tins distribusi masif mulai mereda. hari ini 28/11 ak bk yu total volume net sell 52.7k . tak separah 23/11 silam zp net sell 206k. harga turun volume naik = hindari harga naik volume naik = segera masuk nebeng party harga sideways volume &lt; ma21 = wait n see,tins distribusi masif mulai mereda hari ini 2811 ak bk yu total volume net sell 527k tak separah 2311 silam zp net sell 206k harga turun volume naik hindari harga naik volume naik segera masuk nebeng party harga sideways volume lt ma21 wait n see,tins distribusi masif mulai mereda hari ini 2811 ak bk yu total volume net sell 527k tak separah 2311 silam zp net sell 206k harga turun volume naik hindari harga naik volume naik segera masuk nebeng party harga sideways volume lt ma21 wait n see,tins distribusi masif mulai mereda hari 2811 ak bk yu total volume net sell 527k tak separah 2311 silam zp net sell 206k harga turun volume naik hindari harga naik volume naik segera masuk nebeng party harga sideways volume lt ma21 wait n see,tins distribusi masif mulai reda hari 2811 ak bk yu total volume net sell 527k tak parah 2311 silam zp net sell 206k harga turun volume naik hindar harga naik volume naik segera masuk nebeng party harga sideways volume lt ma21 wait n see,"['tins', 'distribusi', 'masif', 'mulai', 'reda', 'hari', '2811', 'ak', 'bk', 'yu', 'total', 'volume', 'net', 'sell', '527k', 'tak', 'parah', '2311', 'silam', 'zp', 'net', 'sell', '206k', 'harga', 'turun', 'volume', 'naik', 'hindar', 'harga', 'naik', 'volume', 'naik', 'segera', 'masuk', 'nebeng', 'party', 'harga', 'sideways', 'volume', 'lt', 'ma21', 'wait', 'n', 'see']","['tins',' distribution ',' massive ',' starting ',' subside ',' day ',' 2811 ',' ak ',' bk ',' yu ',' total ',' volume ',' net ',' sell ',' 527k ',' no ',' severe ',' 2311 ',' 'down', 'volume', 'rising', 'hindar', 'price', 'rising', 'volume', 'rising', 'immediately', 'enter', 'nebeng', 'party', 'price', 'sideways',' volume ',' lt ',' ma21 ',' wait ',' n ',' see ',' see ',' see ',' see ',' see ',' n ',' n ',' n ',' n ',' n ',' n ',' n ',' n ',' n ',' n ',' n ',' n ',' n ',' n ',' n ',' n ',' n ',' n ',' n ',' n ',' n ',' n ',' n ',' n ',' n ',' n ',' n ','",0.2225,2
2022-11-30,$TINS jeblok gara-gara sentimen Larangan eksport. case ini sama persis sewaktu larangan eksport CPO beberpa bulan silam. Semua harga saham CPO langsung anjlok,$tins jeblok gara-gara sentimen larangan eksport. case ini sama persis sewaktu larangan eksport cpo beberpa bulan silam. semua harga saham cpo langsung anjlok,tins jeblok garagara sentimen larangan eksport case ini sama persis sewaktu larangan eksport cpo beberpa bulan silam semua harga saham cpo langsung turun drastis,tins jeblok garagara sentimen larangan eksport case ini sama persis sewaktu larangan eksport cpo beberpa bulan silam semua harga saham cpo langsung turun drastis,tins jeblok garagara sentimen larangan eksport case sama persis sewaktu larangan eksport cpo beberpa bulan silam semua harga saham cpo langsung turun drastis,tins jeblok garagara sentimen larang eksport case sama persis waktu larang eksport cpo beberpa bulan silam semua harga saham cpo langsung turun drastis,"['tins', 'jeblok', 'garagara', 'sentimen', 'larang', 'eksport', 'case', 'sama', 'persis', 'waktu', 'larang', 'eksport', 'cpo', 'beberpa', 'bulan', 'silam', 'semua', 'harga', 'saham', 'cpo', 'langsung', 'turun', 'drastis']","['Tins', 'Jeblok', 'Garagara', 'Sentiment', 'Forbid', 'Export', 'Case', 'Same', 'exact', 'time', 'prohibit', 'export', 'CPO', 'Beberpa', 'Month', 'Month', 'All', 'Prices', 'Stock', 'Stock', 'CPO', 'CPO', 'Direct'",-0.3182,1
2022-12-05,$TINS si keong timah; mulai ada tanda reversal / pembalikan. cicil beli dari sekarang udah boleh sih,$tins si keong timah; mulai ada tanda reversal / pembalikan. cicil beli dari sekarang udah boleh sih,tins si keong timah mulai ada tanda reversal pembalikan cicil beli dari sekarang udah boleh sih,tins si keong timah mulai ada tanda reversal pembalikan cicil beli dari sekarang udah boleh sih,tins si keong timah mulai tanda reversal pembalikan cicil beli sekarang udah sih,tins si keong timah mulai tanda reversal balik cicil beli sekarang udah sih,"['tins', 'si', 'keong', 'timah', 'mulai', 'tanda', 'reversal', 'balik', 'cicil', 'beli', 'sekarang', 'udah', 'sih']","['tins', 'the', 'snail', 'tin', 'starting', 'sign', 'reversal', 'back', 'installments', 'buy', 'now', 'already', 'anyway']",0.296,2
2022-12-07,$TINS harga timah naik dia malah lanjut turun wkwk Nunggu serok bawah deh,$tins harga timah naik dia malah lanjut turun wkwk nunggu serok bawah deh,tins harga timah naik dia malah lanjut turun wkwk nunggu serok bawah deh,tins harga timah naik dia malah lanjut turun wkwk nunggu serok bawah deh,tins harga timah naik malah lanjut turun wkwk nunggu serok bawah deh,tins harga timah naik malah lanjut turun wkwk nunggu serok bawah deh,"['tins', 'harga', 'timah', 'naik', 'malah', 'lanjut', 'turun', 'wkwk', 'nunggu', 'serok', 'bawah', 'deh']","['tins', 'price', 'tin', 'rise', 'instead', 'continued', 'down', 'wkwk', 'waiting', 'scrap', 'below', 'deh']",0.0258,0
2022-12-12,Pemerintah be like : Welcome back boys ‼️ Pemerintah kurangi penyertaan modal di PT Inalum dalam rangka pemisahan operasional bisnis (split off) antara fungsi operasional Inalum &amp; holding industri pertambangan MIND ID. Pemerintah Ambil Kembali $ANTM $TINS &amp; $PTBA dari Inalum. https://t.co/VOEnG0hMJk,pemerintah be like : welcome back boys ‼️ pemerintah kurangi penyertaan modal di pt inalum dalam rangka pemisahan operasional bisnis (split off) antara fungsi operasional inalum &amp; holding industri pertambangan mind id. pemerintah ambil kembali $antm $tins &amp; $ptba dari inalum. https://t.co/voeng0hmjk,pemerintah be like welcome back boys pemerintah kurangi penyertaan modal di pt inalum dalam rangka pemisahan operasional bisnis split off antara fungsi operasional inalum amp holding industri pertambangan mind id pemerintah ambil kembali antm tins amp ptba dari inalum,pemerintah be like welcome back boys pemerintah kurangi penyertaan modal di pt inalum dalam rangka pemisahan operasional bisnis split off antara fungsi operasional inalum amp holding industri pertambangan mind id pemerintah ambil kembali antm tins amp ptba dari inalum,pemerintah be like welcome back boys pemerintah kurangi penyertaan modal pt inalum rangka pemisahan operasional bisnis split off fungsi operasional inalum amp holding industri pertambangan mind id pemerintah ambil antm tins amp ptba inalum,perintah be like welcome back boys perintah kurang serta modal pt inalum rangka pisah operasional bisnis split off fungsi operasional inalum amp holding industri tambang mind id perintah ambil antm tins amp ptba inalum,"['perintah', 'be', 'like', 'welcome', 'back', 'boys', 'perintah', 'kurang', 'serta', 'modal', 'pt', 'inalum', 'rangka', 'pisah', 'operasional', 'bisnis', 'split', 'off', 'fungsi', 'operasional', 'inalum', 'amp', 'holding', 'industri', 'tambang', 'mind', 'id', 'perintah', 'ambil', 'antm', 'tins', 'amp', 'ptba', 'inalum']","['command', 'be', 'like', 'welcome', 'back', 'boys', 'command', 'lacking', 'and', 'capital', 'PT', 'Inalum', 'Sangitan', 'Separated', 'Operational', 'Business', 'Split', 'Off', 'Function', 'Operations', 'Inalum', 'Amp', 'Holding', 'Holding', 'Holding', 'Holding', 'Holding', 'Holding', 'Holding' 'Mine', 'Mind', 'ID', 'Order', 'Take', 'Antm', 'Tins', 'Amp', 'PTBA', 'Inalum']",0.743,2
2023-01-11,Ini saham indo rekomendasi gue yang bakal terbang!!! $ANTM $TINS $INCO $DKFT $IFSH $NICL $KKGI,ini saham indo rekomendasi gue yang bakal terbang!!! $antm $tins $inco $dkft $ifsh $nicl $kkgi,ini saham indo rekomendasi gue yang bakal terbang antm tins inco dkft ifsh nicl kkgi,ini saham indo rekomendasi saya yang bakal naik antm tins inco dkft ifsh nicl kkgi,saham indo rekomendasi yang bakal naik antm tins inco dkft ifsh nicl kkgi,saham indo rekomendasi yang bakal naik antm tins inco dkft ifsh nicl kkgi,"['saham', 'indo', 'rekomendasi', 'yang', 'bakal', 'naik', 'antm', 'tins', 'inco', 'dkft', 'ifsh', 'nicl', 'kkgi']","['shares', 'indo', 'recommendations', 'the', 'going', 'rising', 'Antm', 'Tins', 'Inco', 'Inco', 'DKFT', 'Ifsh', 'Nicl', 'KKGI']",0.296,2
2023-01-16,Apakah kedepannya masih ada ruang untuk $TINS naik lebih tinggi lagi? pembahasan selengkapnya bisa dibaca disini https://t.co/79iNBbpn5w,apakah kedepannya masih ada ruang untuk $tins naik lebih tinggi lagi? pembahasan selengkapnya bisa dibaca disini https://t.co/79inbbpn5w,apakah kedepannya masih ada ruang untuk tins naik lebih tinggi lagi pembahasan selengkapnya bisa dibaca disini,apakah kedepannya masih ada ruang untuk tins naik lebih tinggi lagi pembahasan selengkapnya bisa dibaca disini,kedepannya ada ruang tins naik lebih tinggi pembahasan selengkapnya dibaca disini,depan ada ruang tins naik lebih tinggi bahas lengkap baca sini,"['depan', 'ada', 'ruang', 'tins', 'naik', 'lebih', 'tinggi', 'bahas', 'lengkap', 'baca', 'sini']","['front', 'there', 'space', 'tins', 'rising', 'more', 'tall', 'discuss', 'complete', 'read', 'here']",0.0,0
2023-01-17,$TINS benar-benar terpengaruh sentimen global harga Timah scr global sedang Bullish. teknikal sudah di resist sih. lihat aja besok bakalan terus bullish menembus dan mendobrak 1.300 gak tuh,$tins benar-benar terpengaruh sentimen global harga timah scr global sedang bullish. teknikal sudah di resist sih. lihat aja besok bakalan terus bullish menembus dan mendobrak 1.300 gak tuh,tins benarbenar terpengaruh sentimen global harga timah scr global sedang bullish teknikal sudah di resist sih lihat aja besok bakalan terus bullish menembus dan mendobrak 1300 gak tuh,tins benarbenar terpengaruh sentimen global harga timah scr global sedang bullish teknikal sudah di resist sih lihat aja besok bakalan terus bullish menembus dan mendobrak 1300 tidak tuh,tins benarbenar terpengaruh sentimen global harga timah scr global sedang bullish teknikal di resist sih lihat aja besok bakalan terus bullish menembus mendobrak 1300 tuh,tins benarbenar pengaruh sentimen global harga timah scr global sedang bullish teknikal di resist sih lihat aja besok bakal terus bullish tembus dobrak 1300 tuh,"['tins', 'benarbenar', 'pengaruh', 'sentimen', 'global', 'harga', 'timah', 'scr', 'global', 'sedang', 'bullish', 'teknikal', 'di', 'resist', 'sih', 'lihat', 'aja', 'besok', 'bakal', 'terus', 'bullish', 'tembus', 'dobrak', '1300', 'tuh']","['Tins',' really ',' influence ',' sentiment ',' global ',' price ',' tin ',' scr ',' global ',' medium ',' bullish ',' technical ',' in ',' resist ',' resist ',' see ',' just ',' tomorrow ',' 'tuh']",0.4215,2
2023-01-26,$IDX30 Periode Februari-Juli 2023 Out: $ICBP $INKP $TINS In: $AMRT $ESSA $MEDC Masih ada $ARTO $GOTO $BUKA https://t.co/wb5V2YHF5O,$idx30 periode februari-juli 2023 out: $icbp $inkp $tins in: $amrt $essa $medc masih ada $arto $goto $buka https://t.co/wb5v2yhf5o,idx30 periode februarijuli 2023 out icbp inkp tins in amrt essa medc masih ada arto goto buka,idx30 periode februarijuli 2023 out icbp inkp tins in amrt essa medc masih ada arto goto buka,idx30 periode februarijuli 2023 out icbp inkp tins in amrt essa medc ada arto goto buka,idx30 periode februarijuli 2023 out icbp inkp tins in amrt essa medc ada arto goto buka,"['idx30', 'periode', 'februarijuli', '2023', 'out', 'icbp', 'inkp', 'tins', 'in', 'amrt', 'essa', 'medc', 'ada', 'arto', 'goto', 'buka']","['idx30', 'period', 'Februaryjuli', '2023', 'out', 'ICBP', 'Inkp', 'Tins', 'In', 'Amrt', 'Amrt', 'Essa', 'Medc', 'Medc', 'There', 'Arto', 'Goto', 'Open'",-0.128,1
2023-01-27,$TINS attempt untuk masuk ke area of play lagi #JKSE #SAHAM https://t.co/JSdZyvNYJK,$tins attempt untuk masuk ke area of play lagi #jkse #saham https://t.co/jsdzyvnyjk,tins attempt untuk masuk ke area of play lagi jkse saham,tins attempt untuk masuk ke area of play lagi jkse saham,tins attempt masuk area of play jkse saham,tins attempt masuk area of play jkse saham,"['tins', 'attempt', 'masuk', 'area', 'of', 'play', 'jkse', 'saham']","['Tins', 'Attempt', 'Enter', 'Area', 'Of', 'Play', 'JKSE', 'Stock']",0.3818,2
2023-03-06,Dua anggota Grup MIND ID PT Bukit Asam Tbk $PTBA dan PT Timah Tbk $TINS menjajaki potensi kerja sama pengembangan pembangkit listrik tenaga surya (PLTS) di lokasi operasional PT Timah. #bebipinter #timah,dua anggota grup mind id pt bukit asam tbk $ptba dan pt timah tbk $tins menjajaki potensi kerja sama pengembangan pembangkit listrik tenaga surya (plts) di lokasi operasional pt timah. #bebipinter #timah,dua anggota grup mind id pt bukit asam tbk ptba dan pt timah tbk tins menjajaki potensi kerja sama pengembangan pembangkit listrik tenaga surya plts di lokasi operasional pt timah bebipinter timah,dua anggota grup mind id pt bukit asam tbk ptba dan pt timah tbk tins menjajaki potensi kerja sama pengembangan pembangkit listrik tenaga surya plts di lokasi operasional pt timah bebipinter timah,anggota grup mind id pt bukit asam tbk ptba pt timah tbk tins menjajaki potensi kerja sama pengembangan pembangkit listrik tenaga surya plts lokasi operasional pt timah bebipinter timah,anggota grup mind id pt bukit asam tbk ptba pt timah tbk tins jajak potensi kerja sama kembang bangkit listrik tenaga surya plts lokasi operasional pt timah bebipinter timah,"['anggota', 'grup', 'mind', 'id', 'pt', 'bukit', 'asam', 'tbk', 'ptba', 'pt', 'timah', 'tbk', 'tins', 'jajak', 'potensi', 'kerja', 'sama', 'kembang', 'bangkit', 'listrik', 'tenaga', 'surya', 'plts', 'lokasi', 'operasional', 'pt', 'timah', 'bebipinter', 'timah']","['Members', 'Group', 'Mind', 'ID', 'PT', 'Bukit', 'Asam', 'Tbk', 'PTBA', 'PT', 'Tin', 'Tbk', 'Tins', 'Jajak', 'Potential', 'Work', 'Same', 'Flower', 'Bangkit' 'PT', 'tin', 'bebipinter', 'tin']",0.1779,2
2023-03-21,TINS - ACCUM BUY Terbentuk Spinning berpotensi terjadinya penguatan. Area beli terbaik pada range 950-1000. Stoploss jika Closing di bawah level 935 *Disclaimer On* $TINS https://t.co/gXeK3PXLhr,tins - accum buy terbentuk spinning berpotensi terjadinya penguatan. area beli terbaik pada range 950-1000. stoploss jika closing di bawah level 935 *disclaimer on* $tins https://t.co/gxek3pxlhr,tins accum buy terbentuk spinning berpotensi terjadinya penguatan area beli terbaik pada range 9501000 stoploss jika closing di bawah level 935 disclaimer on tins,tins accum buy terbentuk candle ragu ragu berpotensi terjadinya penguatan area beli terbaik pada range 9501000 stoploss jika closing di bawah level 935 disclaimer on tins,tins accum buy terbentuk candle ragu ragu berpotensi terjadinya penguatan area beli terbaik range 9501000 stoploss closing bawah level 935 disclaimer on tins,tins accum buy bentuk candle ragu ragu potensi jadi kuat area beli baik range 9501000 stoploss closing bawah level 935 disclaimer on tins,"['tins', 'accum', 'buy', 'bentuk', 'candle', 'ragu', 'ragu', 'potensi', 'jadi', 'kuat', 'area', 'beli', 'baik', 'range', '9501000', 'stoploss', 'closing', 'bawah', 'level', '935', 'disclaimer', 'on', 'tins']","['tins',' accum ',' buy ',' form ',' candle ',' doubt ',' doubt ',' potential ',' so ',' strong ',' area ',' buy ',' good ',' range ',' 9501000 ',' stoploss', 'closing', 'lower', 'level', '935', 'disclaimer', ' 'Tins']",0.4728,2
2023-03-27,Apakah sinyal perlawanan naik ini bisa menjadi sinyal jika trend turun $TINS yangsudah berjalan dari awal tahun ini sudah selesai? pembahasan selengkapnya bisa dibaca disini https://t.co/VRLOHE9atT,apakah sinyal perlawanan naik ini bisa menjadi sinyal jika trend turun $tins yangsudah berjalan dari awal tahun ini sudah selesai? pembahasan selengkapnya bisa dibaca disini https://t.co/vrlohe9att,apakah sinyal perlawanan naik ini bisa menjadi sinyal jika trend turun tins yangsudah berjalan dari awal tahun ini sudah selesai pembahasan selengkapnya bisa dibaca disini,apakah sinyal perlawanan naik ini bisa menjadi sinyal jika trend turun tins yang sudah berjalan dari awal tahun ini sudah selesai pembahasan selengkapnya bisa dibaca disini,sinyal perlawanan naik menjadi sinyal trend turun tins sudah berjalan awal tahun sudah selesai pembahasan selengkapnya bisa dibaca disini,sinyal lawan naik jadi sinyal trend turun tins sudah jalan awal tahun sudah selesai bahas lengkap bisa baca sini,"['sinyal', 'lawan', 'naik', 'jadi', 'sinyal', 'trend', 'turun', 'tins', 'sudah', 'jalan', 'awal', 'tahun', 'sudah', 'selesai', 'bahas', 'lengkap', 'bisa', 'baca', 'sini']","['signal', 'opponent', 'rise', 'become', 'signal', 'trend', 'down', 'tins', 'already', 'walk', 'beginning', 'year', 'already', 'finished', 'Book', 'complete', 'complete', 'can', 'read', 'here']",0.128,2
2023-04-05,TINS - BUY Terbentuk Spinning berpotensi terjadinya penguatan. Area beli terbaik pada renge 1000-1035. Stoploss jika Closing di bawah level 985 *Disclaimer On* $TINS https://t.co/AtQuBq9J03,tins - buy terbentuk spinning berpotensi terjadinya penguatan. area beli terbaik pada renge 1000-1035. stoploss jika closing di bawah level 985 *disclaimer on* $tins https://t.co/atqubq9j03,tins buy terbentuk spinning berpotensi terjadinya penguatan area beli terbaik pada renge 10001035 stoploss jika closing di bawah level 985 disclaimer on tins,tins buy terbentuk candle ragu ragu berpotensi terjadinya penguatan area beli terbaik pada renge 10001035 stoploss jika closing di bawah level 985 disclaimer on tins,tins buy terbentuk candle ragu ragu berpotensi terjadinya penguatan area beli terbaik renge 10001035 stoploss closing bawah level 985 disclaimer on tins,tins buy bentuk candle ragu ragu potensi jadi kuat area beli baik renge 10001035 stoploss closing bawah level 985 disclaimer on tins,"['tins', 'buy', 'bentuk', 'candle', 'ragu', 'ragu', 'potensi', 'jadi', 'kuat', 'area', 'beli', 'baik', 'renge', '10001035', 'stoploss', 'closing', 'bawah', 'level', '985', 'disclaimer', 'on', 'tins']","['tins', 'buy', 'form', 'candle', 'doubt', 'doubt', 'potential', 'so', 'strong', 'area', 'buy', 'good', 'Renge', '10001035', 'Stoploss', 'Closing', 'Closing', 'Lower', 'Level', '985', 'Disclaimer', 'On', 'Tins'",0.4215,2
2023-04-20,@saptaipb Masih nyangkut di $TINS bang ,@saptaipb masih nyangkut di $tins bang ,saptaipb masih nyangkut di tins bang,saptaipb masih nyangkut di tins bang,saptaipb nyangkut tins bang,saptaipb nyangkut tins bang,"['saptaipb', 'nyangkut', 'tins', 'bang']","['sapatapb', 'thkrest', 'ttins', 'bang']",0.0,0
2023-05-03,Dikadalin dulu sama si $ANTM $INCO $TINS.. Sekarang mainan baru $NCKL $MBMA,dikadalin dulu sama si $antm $inco $tins.. sekarang mainan baru $nckl $mbma,dikadalin dulu sama si antm inco tins sekarang mainan baru nckl mbma,dikadalin dulu sama si antm inco tins sekarang mainan baru nckl mbma,dikadalin dulu sama si antm inco tins sekarang mainan baru nckl mbma,dikadalin dulu sama si antm inco tins sekarang main baru nckl mbma,"['dikadalin', 'dulu', 'sama', 'si', 'antm', 'inco', 'tins', 'sekarang', 'main', 'baru', 'nckl', 'mbma']","['Madinal', 'first', 'the same', 'Si', 'Antm', 'Inco', 'Tins', 'Now', 'Play', 'New', 'Nckl', 'Mbma']",0.34,2
2023-05-25,Ada jatuh tempo obligasi dari MIND ID sekitar 8.5T November ini.. Kepemilikan perusahaan tbk MIND ID: $PTBA: 65 93% $ANTM: 65% $TINS: 65% Laba 2022 perusahaan di atas: PTBA: 12 6T ANTM: 3 8T TINS: 1T https://t.co/ApUHa6lugm,ada jatuh tempo obligasi dari mind id sekitar 8.5t november ini.. kepemilikan perusahaan tbk mind id: $ptba: 65 93% $antm: 65% $tins: 65% laba 2022 perusahaan di atas: ptba: 12 6t antm: 3 8t tins: 1t https://t.co/apuha6lugm,ada jatuh tempo obligasi dari mind id sekitar 85t november ini kepemilikan perusahaan tbk mind id ptba 65 93 antm 65 tins 65 laba 2022 perusahaan di atas ptba 12 6t antm 3 8t tins 1t,ada jatuh tempo obligasi dari mind id sekitar 85t november ini kepemilikan perusahaan tbk mind id ptba 65 93 antm 65 tins 65 laba 2022 perusahaan di atas ptba 12 6t antm 3 8t tins 1t,jatuh tempo obligasi mind id 85t november kepemilikan perusahaan tbk mind id ptba 65 93 antm 65 tins 65 laba 2022 perusahaan atas ptba 12 6t antm 3 8t tins 1t,jatuh tempo obligasi mind id 85t november milik usaha tbk mind id ptba 65 93 antm 65 tins 65 laba 2022 usaha atas ptba 12 6t antm 3 8t tins 1t,"['jatuh', 'tempo', 'obligasi', 'mind', 'id', '85t', 'november', 'milik', 'usaha', 'tbk', 'mind', 'id', 'ptba', '65', '93', 'antm', '65', 'tins', '65', 'laba', '2022', 'usaha', 'atas', 'ptba', '12', '6t', 'antm', '3', '8t', 'tins', '1t']","['Fall', 'Tempo', 'Bonds',' Mind ',' ID ',' 85t ',' November ',' Owned ',' Business', 'Tbk', 'Mind', 'ID', 'PTBA', '65', '93', 'Antm', '65', 'Tins',' '12', '6t', 'ANTM', '3', '8T', 'Tins', '1T']",-0.3612,1
2023-06-05,TINS - BUY ON WEAKNESS Terbentuk Hangingman Candle berpotensi terjadinya koreksi minor Area beli terbaik pada range 885-900 Stoploss jika Closing di bawah level 875 *Disclaimer On $TINS https://t.co/xVFM9DSRvE,tins - buy on weakness terbentuk hangingman candle berpotensi terjadinya koreksi minor area beli terbaik pada range 885-900 stoploss jika closing di bawah level 875 *disclaimer on $tins https://t.co/xvfm9dsrve,tins buy on weakness terbentuk hangingman candle berpotensi terjadinya koreksi minor area beli terbaik pada range 885900 stoploss jika closing di bawah level 875 disclaimer on tins,tins buy on weakness terbentuk hangingman candle berpotensi terjadinya koreksi minor area beli terbaik pada range 885900 stoploss jika closing di bawah level 875 disclaimer on tins,tins buy on weakness terbentuk hangingman candle berpotensi terjadinya koreksi minor area beli terbaik range 885900 stoploss closing bawah level 875 disclaimer on tins,tins buy on weakness bentuk hangingman candle potensi jadi koreksi minor area beli baik range 885900 stoploss closing bawah level 875 disclaimer on tins,"['tins', 'buy', 'on', 'weakness', 'bentuk', 'hangingman', 'candle', 'potensi', 'jadi', 'koreksi', 'minor', 'area', 'beli', 'baik', 'range', '885900', 'stoploss', 'closing', 'bawah', 'level', '875', 'disclaimer', 'on', 'tins']","['Tins', 'Buy', 'On', 'Weakness', 'Form', 'Hangingman', 'Candle', 'Candle', 'Potential', 'So', 'Correction', 'Minor', 'Minor', 'Area', 'Area', 'Buy', 'Buy', 'Good', 'Range', '885900', 'Stoploss', 'Stoploss', 'Stoploss', 'Stoploss', 'STOPLOSS' 'Disclaimer', 'On', 'Tins']",0.7184,2
2023-06-15,cl $tins masukin ke $ptba bisa kali yak,cl $tins masukin ke $ptba bisa kali yak,cl tins masukin ke ptba bisa kali yak,cl tins masukin ke ptba bisa kali yak,cl tins masukin ptba bisa kali yak,cl tins masukin ptba bisa kali yak,"['cl', 'tins', 'masukin', 'ptba', 'bisa', 'kali', 'yak']","['Cl', 'Tins', 'Enter', 'PTBA', 'Can', 'Kali', 'Yak']",0.0516,2
2023-07-14,Love you $TINS . Selanjutnya kalo break forming double bottom target 2 di 1030 bahkan bisa aja lebih jauh lagi https://t.co/TEquPfiLYP,love you $tins . selanjutnya kalo break forming double bottom target 2 di 1030 bahkan bisa aja lebih jauh lagi https://t.co/tequpfilyp,love you tins selanjutnya kalo break forming double bottom target 2 di 1030 bahkan bisa aja lebih jauh lagi,love you tins selanjutnya kalo break forming double bottom target 2 di 1030 bahkan bisa aja lebih jauh lagi,love you tins selanjutnya kalo break forming double bottom target 2 1030 bahkan aja lebih jauh,love you tins lanjut kalo break forming double bottom target 2 1030 bahkan aja lebih jauh,"['love', 'you', 'tins', 'lanjut', 'kalo', 'break', 'forming', 'double', 'bottom', 'target', '2', '1030', 'bahkan', 'aja', 'lebih', 'jauh']","['Love', 'You', 'Tins', 'Continue', 'if', 'Break', 'Forming', 'Double', 'Bottom', 'Target', '2', '1030', '1030', 'Even', 'Even', 'Just', 'More', 'Far']",0.4404,2
